singular,plural,sg_token_id,pl_token_id,category,sg_log_freq,pl_log_freq,sg_band,pl_band,same_band,sg_len
graft,grafts,13684,39570,OBJECT_NOUN,0.8335576192065777,0.3021212122022507,medium,low,False,5
socket,sockets,17498,47611,OBJECT_NOUN,0.8331342027539603,0.1910429755021294,medium,low,False,6
implant,implants,13132,27067,OBJECT_NOUN,0.8311896501284028,0.565409765681856,medium,low,False,7
prize,prizes,17767,35186,OBJECT_NOUN,0.8309487448835209,0.3765780397060594,medium,low,False,5
rabbit,rabbits,17876,29948,OBJECT_NOUN,0.8307716113818017,0.48940067193422143,medium,low,False,6
shake,shakes,17941,41482,OBJECT_NOUN,0.8294904262352771,0.24557028629356287,medium,low,False,5
lane,lanes,18209,24914,PLACE_NOUN,0.8291050750749699,0.6063060338278841,medium,low,False,4
lap,laps,13427,44421,OBJECT_NOUN,0.8276200916327021,0.2057807762171388,medium,low,False,3
ghost,ghosts,14972,35057,OBJECT_NOUN,0.8244381621743905,0.3827255422909073,medium,low,False,5
resort,resorts,17942,48520,PLACE_NOUN,0.8220891430483289,0.12717988139573677,medium,low,False,6
snap,snaps,14496,48569,OBJECT_NOUN,0.8204090249296918,0.1631235677943134,medium,low,False,4
plasmid,plasmids,18242,29530,OBJECT_NOUN,0.8200514539274104,0.5025238094057604,medium,low,False,7
biopsy,biopsies,18323,33537,OBJECT_NOUN,0.8184058592329224,0.4187631165872538,medium,low,False,6
coil,coils,18783,35062,OBJECT_NOUN,0.8175071293818265,0.37982568264930416,medium,low,False,4
nucleotide,nucleotides,18379,31227,OBJECT_NOUN,0.8159953721494881,0.4448495832493913,medium,low,False,10
stake,stakes,13841,36309,OBJECT_NOUN,0.8157144699426546,0.3652140855586291,medium,low,False,5
limb,limbs,18791,24601,OBJECT_NOUN,0.8154566320596128,0.6455263552132616,medium,low,False,4
bite,bites,18470,38829,OBJECT_NOUN,0.8126628534729443,0.3065877449553074,medium,low,False,4
prisoner,prisoners,18897,16154,OBJECT_NOUN,0.8109108989010521,0.9091067558187902,medium,medium,True,8
punch,punches,18750,50109,OBJECT_NOUN,0.8089500898209501,0.13979301504785469,medium,low,False,5
logo,logos,18479,48757,OBJECT_NOUN,0.8085505652960523,0.1486158662240437,medium,low,False,4
deposit,deposits,18831,22413,OBJECT_NOUN,0.8054930922116295,0.6999110369074062,medium,medium,True,7
theater,theaters,18876,37807,PLACE_NOUN,0.8054006607874743,0.33304246423578615,medium,low,False,7
antibiotic,antibiotics,18820,18042,OBJECT_NOUN,0.8048452050198619,0.8448557968119877,medium,medium,True,10
venue,venues,18767,28966,PLACE_NOUN,0.8048266019632516,0.5159636514633215,medium,low,False,5
affidavit,affidavits,18360,34278,OBJECT_NOUN,0.8036791600224099,0.395638295901927,medium,low,False,9
poem,poems,19361,25443,OBJECT_NOUN,0.8033960931118971,0.6155749648822381,medium,low,False,4
proton,protons,19025,35330,OBJECT_NOUN,0.7997167813724435,0.3820408289769835,medium,low,False,6
anchor,anchors,18536,44791,OBJECT_NOUN,0.7988451996021225,0.16664963461728002,medium,low,False,6
suite,suites,18880,49130,PLACE_NOUN,0.7976253144777904,0.14606513364063117,medium,low,False,5
bud,buds,5524,43141,OBJECT_NOUN,0.7937236789382477,0.24582841520487808,medium,low,False,3
apple,apples,19126,28580,OBJECT_NOUN,0.7928535005307411,0.5341285357658819,medium,low,False,5
tackle,tackles,18915,39223,OBJECT_NOUN,0.7927340790288813,0.31982352744752623,medium,low,False,6
compartment,compartments,18862,31441,OBJECT_NOUN,0.792324250969818,0.4533844710986142,medium,low,False,11
dye,dyes,18722,36348,OBJECT_NOUN,0.7919654507410429,0.35096938038349523,medium,low,False,3
pile,piles,19176,41019,OBJECT_NOUN,0.7902767967159634,0.2805027040296849,medium,low,False,4
trailer,trailers,19150,47958,OBJECT_NOUN,0.7882804542681259,0.14121953219875727,medium,low,False,7
clone,clones,19327,21825,OBJECT_NOUN,0.7872358359650753,0.6993577965590169,medium,medium,True,5
triangle,triangles,19037,30102,OBJECT_NOUN,0.7851143415326907,0.4802962007364794,medium,low,False,8
printer,printers,19736,38121,OBJECT_NOUN,0.7851036581232568,0.33314195341877145,medium,low,False,7
cone,cones,19400,38974,OBJECT_NOUN,0.7845168541809804,0.310461020740145,medium,low,False,4
bubble,bubbles,19251,27892,OBJECT_NOUN,0.784422939485045,0.5385241569171169,medium,low,False,6
bump,bumps,19496,44395,OBJECT_NOUN,0.7808925102483113,0.23047055984476128,medium,low,False,4
cigarette,cigarettes,19555,25539,OBJECT_NOUN,0.7804003151557031,0.6124767495298059,medium,low,False,9
cytokine,cytokines,19918,16011,OBJECT_NOUN,0.778447394136911,0.9198106046634057,medium,medium,True,8
charity,charities,19489,45643,OBJECT_NOUN,0.778311404422501,0.2113388629650439,medium,low,False,7
cabinet,cabinets,19211,47545,OBJECT_NOUN,0.7777431144671929,0.1809594190030721,medium,low,False,7
insect,insects,13188,22392,OBJECT_NOUN,0.7771586052896925,0.6817189357498573,medium,medium,True,6
rein,reins,9838,45419,OBJECT_NOUN,0.775726511429918,0.21745005725576522,medium,low,False,4
antioxidant,antioxidants,20118,40536,OBJECT_NOUN,0.7756449922346661,0.2883922602933819,medium,low,False,11
quark,quarks,19468,35608,OBJECT_NOUN,0.7755064230193811,0.3804023829612892,medium,low,False,5
leak,leaks,13584,31693,OBJECT_NOUN,0.7740761672253117,0.45043053984578124,medium,low,False,4
barrel,barrels,15474,33545,OBJECT_NOUN,0.7738662043872009,0.4211006413300966,medium,low,False,6
automobile,automobiles,19744,45056,OBJECT_NOUN,0.7729035097795822,0.20584115303174247,medium,low,False,10
outlet,outlets,19564,23812,PLACE_NOUN,0.7728192609128229,0.6400402963092847,medium,low,False,6
pant,pants,20018,19110,OBJECT_NOUN,0.7690445518393785,0.7894657285235172,medium,medium,True,4
tablet,tablets,19801,23368,OBJECT_NOUN,0.7683352088316611,0.6574669971888862,medium,medium,True,6
tire,tires,20052,26429,OBJECT_NOUN,0.768140966894918,0.5877990079376954,medium,low,False,4
twin,twins,19661,26664,OBJECT_NOUN,0.7671454410904842,0.5361737959929402,medium,low,False,4
diver,divers,11711,7940,OBJECT_NOUN,0.766543509956199,0.8244886862992128,medium,medium,True,5
rental,rentals,19272,50115,OBJECT_NOUN,0.7649871561426124,0.1185882416034849,medium,low,False,6
cheek,cheeks,19723,24194,OBJECT_NOUN,0.7640561421060963,0.6177279517006109,medium,low,False,5
tune,tunes,19928,43569,OBJECT_NOUN,0.7636814310224602,0.22828633299931123,medium,low,False,4
wrist,wrists,20051,45015,OBJECT_NOUN,0.7598276107848052,0.2043798425316125,medium,low,False,5
gallery,galleries,19718,40871,PLACE_NOUN,0.7597148616714452,0.27186231619738843,medium,low,False,7
palm,palms,19992,38101,OBJECT_NOUN,0.7584499667524068,0.32952828455457095,medium,low,False,4
brick,bricks,20098,40154,OBJECT_NOUN,0.7558435544892446,0.2923433759246913,medium,low,False,5
canal,canals,19913,47399,PLACE_NOUN,0.7553017771135577,0.1560793644398136,medium,low,False,5
roller,rollers,20173,41791,OBJECT_NOUN,0.7543831257829097,0.27702431947975437,medium,low,False,6
wafer,wafers,20832,49759,OBJECT_NOUN,0.75099647324767,0.16551206531549337,medium,low,False,5
ensemble,ensembles,19862,49328,OBJECT_NOUN,0.7486284152261569,0.11434631789807856,medium,low,False,8
specimen,specimens,20204,13751,OBJECT_NOUN,0.7461738919749101,0.9976303263595332,medium,medium,True,8
rope,ropes,20762,39553,OBJECT_NOUN,0.7440928010045114,0.2957602786629477,medium,low,False,4
pathogen,pathogens,20192,19788,OBJECT_NOUN,0.7437132521151425,0.7493667925105512,medium,medium,True,8
rifle,rifles,20260,36064,OBJECT_NOUN,0.7434193568641277,0.36213413878879525,medium,low,False,5
toy,toys,20953,23908,OBJECT_NOUN,0.7400527110300167,0.6546959532252395,medium,medium,True,3
flame,flames,21253,26126,OBJECT_NOUN,0.7396556425446871,0.5928994608198535,medium,low,False,5
exhibition,exhibitions,20849,44742,PLACE_NOUN,0.7377996058869095,0.20940916542249655,medium,low,False,10
habitat,habitats,20571,33890,PLACE_NOUN,0.7377707491194887,0.41835066777991964,medium,low,False,7
classroom,classrooms,20874,45445,PLACE_NOUN,0.7369765683211468,0.2098593624382738,medium,low,False,9
buck,bucks,12433,33096,OBJECT_NOUN,0.7345081920075768,0.41572768901944823,medium,low,False,4
horn,horns,17081,38555,OBJECT_NOUN,0.7321246883801079,0.32507088270163154,medium,low,False,4
cookie,cookies,19550,14268,OBJECT_NOUN,0.7320101458385216,0.9528596733795609,medium,medium,True,6
receipt,receipts,17191,41271,OBJECT_NOUN,0.7257196726296975,0.26195988017000543,medium,low,False,7
jaw,jaws,21065,43567,OBJECT_NOUN,0.7255655806051923,0.24060235820617001,medium,low,False,3
shade,shades,21290,30553,OBJECT_NOUN,0.7253615832247695,0.4719748352988094,medium,low,False,5
drill,drills,21353,49351,OBJECT_NOUN,0.7238953788463371,0.13725415080332612,medium,low,False,5
jar,jars,21152,40609,OBJECT_NOUN,0.7196451837101618,0.2833033376466186,medium,low,False,3
stamp,stamps,21463,37946,OBJECT_NOUN,0.7171781830293069,0.34575013088154816,medium,low,False,5
organism,organisms,21339,16711,OBJECT_NOUN,0.7151692314842534,0.8842824268310282,medium,medium,True,8
poster,posters,20731,32482,OBJECT_NOUN,0.712355311279358,0.4288989144903065,medium,low,False,6
platelet,platelets,21039,32359,OBJECT_NOUN,0.7096947915903375,0.4151665759785338,medium,low,False,8
ash,ashes,15898,39187,OBJECT_NOUN,0.7070940255321345,0.3163952306388857,medium,low,False,3
vegetable,vegetables,21436,15737,OBJECT_NOUN,0.7069624548555619,0.9209892196181222,medium,medium,True,9
diamond,diamonds,16673,34779,OBJECT_NOUN,0.7054589265149217,0.3862151029670588,medium,low,False,7
gland,glands,21147,29108,OBJECT_NOUN,0.705383912797681,0.4749826822400377,medium,low,False,5
seizure,seizures,21935,26347,OBJECT_NOUN,0.7043217781320215,0.5907179115930411,medium,low,False,7
cage,cages,22133,41459,OBJECT_NOUN,0.7025191536447211,0.26388851313085354,medium,low,False,4
onion,onions,21635,27408,OBJECT_NOUN,0.701144183549851,0.534740379330458,medium,low,False,5
smartphone,smartphones,21679,33188,OBJECT_NOUN,0.6999751602706666,0.4228689366433546,medium,low,False,10
reservoir,reservoirs,18699,45009,PLACE_NOUN,0.698704505491458,0.22411019805643329,medium,low,False,9
pound,pounds,21059,12511,OBJECT_NOUN,0.6978587182932687,1.0535956855081179,medium,medium,True,5
treasure,treasures,21764,43469,OBJECT_NOUN,0.6950407149887649,0.2217590441950194,medium,low,False,8
gesture,gestures,21850,35324,OBJECT_NOUN,0.6950188052165701,0.3941322254547634,medium,low,False,7
attraction,attractions,21779,31154,OBJECT_NOUN,0.6944569533441063,0.44658142014756597,medium,low,False,10
pill,pills,12575,28123,OBJECT_NOUN,0.6900007995221371,0.5327010774350946,medium,low,False,4
bucket,buckets,22205,47289,OBJECT_NOUN,0.689562894877343,0.17539809497940737,medium,low,False,6
verse,verses,23252,34067,OBJECT_NOUN,0.6855196491001497,0.42318699101543567,medium,low,False,5
ward,wards,18588,44869,PLACE_NOUN,0.6823588631210915,0.229651588685775,medium,low,False,4
shelf,shelves,22826,30058,OBJECT_NOUN,0.6815640797836173,0.497762296649551,medium,low,False,5
herb,herbs,23008,27495,OBJECT_NOUN,0.681464629518991,0.5597023457415065,medium,low,False,4
rocket,rockets,21912,39647,OBJECT_NOUN,0.6809878561775147,0.23455084345926824,medium,low,False,6
balloon,balloons,23470,50210,OBJECT_NOUN,0.6792860881598672,0.1815229951481741,medium,low,False,7
shoe,shoes,22756,12682,OBJECT_NOUN,0.6788909077227591,1.0660865245185327,medium,medium,True,4
deed,deeds,22793,30269,OBJECT_NOUN,0.676283236929505,0.46126971783921883,medium,low,False,4
sleeve,sleeves,22910,37318,OBJECT_NOUN,0.6762801867552792,0.3367951249999982,medium,low,False,6
workshop,workshops,22586,29561,PLACE_NOUN,0.6744293615576645,0.5029322742067712,medium,low,False,8
neutrino,neutrinos,23463,38277,OBJECT_NOUN,0.6729279397913456,0.3317861347656721,medium,low,False,8
firearm,firearms,22657,27050,OBJECT_NOUN,0.672684424996387,0.5572996979526812,medium,low,False,7
ballot,ballots,22523,42865,OBJECT_NOUN,0.6718556983811992,0.26780153378709043,medium,low,False,6
blanket,blankets,23069,40144,OBJECT_NOUN,0.6712019458903382,0.28784501283475744,medium,low,False,7
clue,clues,22796,30591,OBJECT_NOUN,0.670832078407596,0.48320338825939924,medium,low,False,4
sketch,sketches,23211,46159,OBJECT_NOUN,0.6701613150148075,0.2183615093247167,medium,low,False,6
brake,brakes,23634,36609,OBJECT_NOUN,0.6672841646536538,0.3723919333082403,medium,low,False,5
bolt,bolts,22491,40602,OBJECT_NOUN,0.6666802467694928,0.2930390835690258,medium,low,False,4
reactor,reactors,22578,44262,OBJECT_NOUN,0.6649495437902088,0.22705581043538584,medium,low,False,7
spike,spikes,24147,34635,OBJECT_NOUN,0.6647788810769824,0.4188591327800594,medium,low,False,5
exon,exons,22472,39700,OBJECT_NOUN,0.664711536968305,0.276311650253115,medium,low,False,4
portrait,portraits,22946,38317,OBJECT_NOUN,0.6644997265008452,0.3146817507958252,medium,low,False,8
nutrient,nutrients,23281,23491,OBJECT_NOUN,0.6642363860456475,0.65966242535908,medium,medium,True,8
accommodation,accommodations,23241,45579,PLACE_NOUN,0.6639233048056334,0.22503452026627271,medium,low,False,13
capacitor,capacitors,23596,45036,OBJECT_NOUN,0.661902304896069,0.21695496865576225,medium,low,False,9
illustration,illustrations,23356,33954,OBJECT_NOUN,0.6617932023959253,0.4058454813029161,medium,low,False,12
missile,missiles,22822,28665,OBJECT_NOUN,0.660986381097675,0.5201219139103781,medium,low,False,7
visitor,visitors,23218,12942,OBJECT_NOUN,0.6607322820310427,1.0464341743084922,medium,medium,True,7
neuron,neurons,23586,8512,OBJECT_NOUN,0.6601736265374383,1.3227051948893718,medium,high,False,6
strand,strands,23186,30450,OBJECT_NOUN,0.659475721818203,0.469494351696231,medium,low,False,6
beast,beasts,22878,39585,OBJECT_NOUN,0.6592010678685689,0.30061051050036813,medium,low,False,5
dragon,dragons,22159,41705,OBJECT_NOUN,0.6573070697383437,0.2105106071255619,medium,low,False,6
ankle,ankles,23469,48500,OBJECT_NOUN,0.6559107807795147,0.15451941913147932,medium,low,False,5
medal,medals,19358,40615,OBJECT_NOUN,0.6551195279779704,0.2834608702820474,medium,low,False,5
ruin,ruins,23737,28478,OBJECT_NOUN,0.6524039970229417,0.5133811021364149,medium,low,False,4
angel,angels,23087,29828,OBJECT_NOUN,0.6520661403026885,0.47352223078494915,medium,low,False,5
goat,goats,23244,36507,OBJECT_NOUN,0.6514865296965698,0.331155254072271,medium,low,False,4
nail,nails,23806,29584,OBJECT_NOUN,0.6483534087046098,0.5059637109789447,low,low,True,4
fist,fists,20008,42109,OBJECT_NOUN,0.6428283930640614,0.24828772762188117,low,low,True,4
cube,cubes,23636,37072,OBJECT_NOUN,0.6398373323429205,0.3372154937194123,low,low,True,4
statue,statues,23957,38490,OBJECT_NOUN,0.6352856122205451,0.31131213005033526,low,low,True,6
donation,donations,23672,23866,OBJECT_NOUN,0.6312162286715465,0.6434466434339511,low,low,True,8
ingredient,ingredients,24405,12696,OBJECT_NOUN,0.6265389008767219,1.0684284888898534,low,medium,False,10
plaque,plaques,23861,38073,OBJECT_NOUN,0.6260847863254762,0.3246043137319379,low,low,True,6
continent,continents,25294,49900,PLACE_NOUN,0.6239092762033045,0.1442694189489998,low,low,True,9
municipality,municipalities,24530,34039,PLACE_NOUN,0.6228419133897147,0.3863869741872134,low,low,True,12
elbow,elbows,24784,46387,OBJECT_NOUN,0.620931834004522,0.19208870695079527,low,low,True,5
parasite,parasites,25027,27338,OBJECT_NOUN,0.6167960560550964,0.5660306248882109,low,low,True,8
alloy,alloys,23924,38010,OBJECT_NOUN,0.6159757183080584,0.30842874596246783,low,low,True,5
protease,proteases,25223,47778,OBJECT_NOUN,0.6159592466721421,0.184467227696831,low,low,True,8
snake,snakes,24980,37094,OBJECT_NOUN,0.6158845907880288,0.3110781174601996,low,low,True,5
sail,sails,15901,49726,OBJECT_NOUN,0.6134334603558519,0.1213575912334139,low,low,True,4
tile,tiles,25087,28390,OBJECT_NOUN,0.6110269088244822,0.5333840285794502,low,low,True,4
quotation,quotations,25241,47331,OBJECT_NOUN,0.6108872251947747,0.17322768871959268,low,low,True,9
puzzle,puzzles,25351,43884,OBJECT_NOUN,0.6090138235409128,0.22708069534706765,low,low,True,6
corridor,corridors,25506,47406,PLACE_NOUN,0.6079188093594136,0.17907457398623677,low,low,True,8
bean,beans,24732,18661,OBJECT_NOUN,0.6059342718787172,0.7958758949604445,low,medium,False,4
monument,monuments,25754,41650,PLACE_NOUN,0.6026448514600149,0.2522176973223126,low,low,True,8
tablespoon,tablespoons,23451,18850,OBJECT_NOUN,0.6021802325049225,0.7580860497658006,low,medium,False,10
sandwich,sandwiches,25749,37105,OBJECT_NOUN,0.5862079540362071,0.3313429271865034,low,low,True,8
dwarf,dwarfs,25747,46203,OBJECT_NOUN,0.5851715937943813,0.19976427667678487,low,low,True,5
wolf,wolves,25872,36162,OBJECT_NOUN,0.5825262948349865,0.3671550557944761,low,low,True,4
knot,knots,26994,33462,OBJECT_NOUN,0.582339269465153,0.42226990326295577,low,low,True,4
toe,toes,25283,30106,OBJECT_NOUN,0.5808135601883206,0.496204397000815,low,low,True,3
reagent,reagents,25519,25267,OBJECT_NOUN,0.5801872355122288,0.6070679215046025,low,low,True,7
brow,brows,6479,22931,OBJECT_NOUN,0.577411739914208,0.037364487650998236,low,very_low,False,4
lobe,lobes,27317,43253,OBJECT_NOUN,0.5757790252820205,0.25071531446781736,low,low,True,4
supernatant,supernatants,26951,41321,OBJECT_NOUN,0.5749097083264232,0.29303613488157915,low,low,True,11
explosive,explosives,26660,42403,OBJECT_NOUN,0.5747305490994556,0.24795091819292853,low,low,True,9
stain,stains,17996,42131,OBJECT_NOUN,0.5683683761916337,0.24161510583256998,low,low,True,5
embryo,embryos,26223,19019,OBJECT_NOUN,0.5668217398335779,0.787289697457343,low,medium,False,6
outfit,outfits,27170,46881,OBJECT_NOUN,0.5659779374869033,0.17155763395278137,low,low,True,6
helicopter,helicopters,25816,43204,OBJECT_NOUN,0.5614735983157795,0.20095057018185217,low,low,True,10
blessing,blessings,26569,42242,OBJECT_NOUN,0.5614573081778228,0.24878184135607026,low,low,True,8
cyst,cysts,26242,41578,OBJECT_NOUN,0.5596867869426843,0.25610921268874814,low,low,True,4
capsule,capsules,26661,43642,OBJECT_NOUN,0.5590136341140293,0.2308348080588735,low,low,True,7
groove,grooves,27444,41339,OBJECT_NOUN,0.5578060549532262,0.2805520205417049,low,low,True,6
ulcer,ulcers,27622,44623,OBJECT_NOUN,0.5559827338971723,0.22334837708466326,low,low,True,5
filament,filaments,26533,31368,OBJECT_NOUN,0.5538635294106934,0.4486156190843671,low,low,True,8
flap,flaps,27908,49910,OBJECT_NOUN,0.5536062953013204,0.14726813332066563,low,low,True,4
lion,lions,27405,44536,OBJECT_NOUN,0.5470654607479242,0.2030786735355713,low,low,True,4
toxin,toxins,27796,34404,OBJECT_NOUN,0.5463744989341912,0.41466323781750647,low,low,True,5
skirt,skirts,27768,48393,OBJECT_NOUN,0.541731323405436,0.15194508083061084,low,low,True,5
worm,worms,28384,35231,OBJECT_NOUN,0.5399885778598907,0.41126720566419694,low,low,True,4
drone,drones,28141,35968,OBJECT_NOUN,0.5384931592332847,0.3737664897398709,low,low,True,5
duck,ducks,27985,46495,OBJECT_NOUN,0.5379855715072943,0.17200887030334425,low,low,True,4
costume,costumes,28067,37635,OBJECT_NOUN,0.5361657941600226,0.329421184742197,low,low,True,7
fibre,fibres,27065,37550,OBJECT_NOUN,0.5337788864623564,0.3549201021655366,low,low,True,5
monkey,monkeys,28005,30552,OBJECT_NOUN,0.5335048118660513,0.46610183628754054,low,low,True,6
cartridge,cartridges,28719,49599,OBJECT_NOUN,0.5332110593131911,0.14933486637722831,low,low,True,9
heel,heels,27770,25296,OBJECT_NOUN,0.5276049900568287,0.6111707997824599,low,low,True,4
reservation,reservations,28930,33196,OBJECT_NOUN,0.5210587113297057,0.3972789316836548,low,low,True,11
opioid,opioids,28447,49001,OBJECT_NOUN,0.5207603428613589,0.14071209504890944,low,low,True,6
agonist,agonists,28624,36541,OBJECT_NOUN,0.5198368944440503,0.36556791861479637,low,low,True,7
diode,diodes,29423,50041,OBJECT_NOUN,0.5157597658445783,0.15387599422176082,low,low,True,5
candle,candles,28725,36555,OBJECT_NOUN,0.5151338306473945,0.364137084972399,low,low,True,6
cliff,cliffs,28900,44122,PLACE_NOUN,0.5113868008855015,0.2036333015011742,low,low,True,5
steroid,steroids,28972,34481,OBJECT_NOUN,0.5030559205315019,0.3930444710734805,low,low,True,7
bee,bees,30747,29015,OBJECT_NOUN,0.5029381845878584,0.5567437496883265,low,low,True,3
telescope,telescopes,29528,49997,OBJECT_NOUN,0.5028008614315471,0.1334162098388285,low,low,True,9
newborn,newborns,23066,48842,OBJECT_NOUN,0.4971596191154417,0.1403151485901883,low,low,True,7
towel,towels,29861,41204,OBJECT_NOUN,0.4968877031534824,0.26907315119785574,low,low,True,5
biomarker,biomarkers,28976,20896,OBJECT_NOUN,0.4915043521742358,0.7086074864182362,low,medium,False,9
macrophage,macrophages,30719,15431,OBJECT_NOUN,0.4897804246004036,0.9373842915558777,low,medium,False,10
ruler,rulers,29658,36491,OBJECT_NOUN,0.4757887543742778,0.3574430018705426,low,low,True,5
landmark,landmarks,30951,39719,PLACE_NOUN,0.4720797937863151,0.2253740659987074,low,low,True,8
pitcher,pitchers,31021,47436,OBJECT_NOUN,0.4713059227005861,0.16713357985576416,low,low,True,7
stall,stalls,29282,48073,PLACE_NOUN,0.470643814076102,0.14656532532453426,low,low,True,5
monomer,monomers,31553,36401,OBJECT_NOUN,0.4680808206872041,0.3709908353316612,low,low,True,7
bulb,bulbs,31415,44312,OBJECT_NOUN,0.4665568922573296,0.22202477130899995,low,low,True,4
grape,grapes,31388,41417,OBJECT_NOUN,0.4649665716382506,0.2930626723478924,low,low,True,5
curtain,curtains,31261,36708,OBJECT_NOUN,0.4595835285501992,0.33812611736219345,low,low,True,7
boson,bosons,32438,41913,OBJECT_NOUN,0.4507844132955417,0.26340498687579084,low,low,True,5
metabolite,metabolites,32184,19789,OBJECT_NOUN,0.448189324943946,0.7734371944845644,low,medium,False,10
scaffold,scaffolds,32973,37903,OBJECT_NOUN,0.4460976783106828,0.33265841048092254,low,low,True,8
apology,apologies,32135,48754,OBJECT_NOUN,0.4426216202488253,0.14672332400595148,low,low,True,7
chick,chicks,8734,47268,OBJECT_NOUN,0.4412162419388211,0.14445939245568518,low,low,True,5
spider,spiders,32850,48037,OBJECT_NOUN,0.4371191807291227,0.14440230532709658,low,low,True,6
elephant,elephants,31865,42322,OBJECT_NOUN,0.4333194533815621,0.2400330535660655,low,low,True,8
flare,flares,32818,49569,OBJECT_NOUN,0.4313821231462513,0.161582778431241,low,low,True,5
malignancy,malignancies,32108,36929,OBJECT_NOUN,0.4310496304108353,0.33924034443102874,low,low,True,10
fingerprint,fingerprints,32970,44901,OBJECT_NOUN,0.4305176491354044,0.22414389138530288,low,low,True,11
trench,trenches,32775,44297,OBJECT_NOUN,0.4284749378346073,0.22051334543234125,low,low,True,6
beverage,beverages,32715,35115,OBJECT_NOUN,0.4281861162770266,0.38663781974050987,low,low,True,8
weed,weeds,32983,41723,OBJECT_NOUN,0.4273601610443234,0.2560305511292942,low,low,True,4
accessory,accessories,33402,28234,OBJECT_NOUN,0.4262088818810166,0.5379323053651561,low,low,True,9
stair,stairs,22298,16303,PLACE_NOUN,0.4224253483915827,0.890865584924354,low,medium,False,5
herd,herds,33361,47862,OBJECT_NOUN,0.4201455763363073,0.1607608494096553,low,low,True,4
strap,straps,33324,45288,OBJECT_NOUN,0.419819230077221,0.21766056219309166,low,low,True,5
sock,socks,32584,33957,OBJECT_NOUN,0.4139032285002658,0.4134727288953056,low,low,True,4
hydrocarbon,hydrocarbons,34736,39409,OBJECT_NOUN,0.4104387852885629,0.3196204077656946,low,low,True,11
sculpture,sculptures,34486,48106,OBJECT_NOUN,0.4084506608469739,0.16921498974721974,low,low,True,9
thigh,thighs,33845,38855,OBJECT_NOUN,0.4079043926340874,0.3122010761115973,low,low,True,5
calf,calves,34376,43173,OBJECT_NOUN,0.4027192265482573,0.2506828081865625,low,low,True,4
pupil,pupils,35048,30980,OBJECT_NOUN,0.4019517742713893,0.47577229909974317,low,low,True,5
snack,snacks,33503,36895,OBJECT_NOUN,0.395164240108871,0.3283636825625442,low,low,True,5
fixture,fixtures,34188,38511,OBJECT_NOUN,0.3899004406916109,0.2884578240739869,low,low,True,7
sack,sacks,34707,44992,OBJECT_NOUN,0.3891188405224929,0.20635896742445237,low,low,True,4
bead,beads,34279,21162,OBJECT_NOUN,0.3880587194278763,0.7223314937160493,low,medium,False,4
artifact,artifacts,34332,24165,OBJECT_NOUN,0.3806464656530893,0.6383699896323878,low,low,True,8
lymphocyte,lymphocytes,36329,21420,OBJECT_NOUN,0.3724171092666224,0.7115624368013674,low,medium,False,10
acre,acres,36982,20046,PLACE_NOUN,0.3683907317190021,0.7632399892059278,low,medium,False,4
pedestrian,pedestrians,34792,47325,PLACE_NOUN,0.3659376686869052,0.16152390694127491,low,low,True,10
whale,whales,35105,43928,OBJECT_NOUN,0.3647037339774805,0.2731676478309332,low,low,True,5
pellet,pellets,37278,38326,OBJECT_NOUN,0.3577187516884071,0.32283626466965726,low,low,True,6
neutrophil,neutrophils,37040,28906,OBJECT_NOUN,0.3550031997041046,0.5115071722231548,low,low,True,10
shark,sharks,35409,44470,OBJECT_NOUN,0.3500626934824424,0.19630927107907467,low,low,True,5
feather,feathers,22676,34099,OBJECT_NOUN,0.3437056215241595,0.39413164137195267,low,low,True,7
droplet,droplets,36131,30244,OBJECT_NOUN,0.3371662164031662,0.4635780256065207,low,low,True,7
isoform,isoforms,36566,30246,OBJECT_NOUN,0.3330451534524821,0.4926790200064175,low,low,True,7
suburb,suburbs,38523,35821,PLACE_NOUN,0.3194657512998599,0.3671202495847278,low,low,True,6
glove,gloves,38081,26936,OBJECT_NOUN,0.3189604800377411,0.572805614593179,low,low,True,5
spice,spices,39371,37484,OBJECT_NOUN,0.3166759658184684,0.33907660818347274,low,low,True,5
fibroblast,fibroblasts,39044,23273,OBJECT_NOUN,0.3038704904738484,0.6520032467187867,low,medium,False,10
stitch,stitches,40532,46870,OBJECT_NOUN,0.3036079719307178,0.23981062232887002,low,low,True,6
shipment,shipments,38388,47707,OBJECT_NOUN,0.3034892470636037,0.150974861546152,low,low,True,8
ounce,ounces,38831,28409,OBJECT_NOUN,0.2939330864011427,0.5119896600681749,low,low,True,5
garment,garments,40371,42179,OBJECT_NOUN,0.2878062171129277,0.24633272120732153,low,low,True,7
robe,robes,40234,46675,OBJECT_NOUN,0.2862455483545599,0.15601569964029455,low,low,True,4
rodent,rodents,40815,39376,OBJECT_NOUN,0.2830409076734518,0.3019421407482019,low,low,True,6
textbook,textbooks,40554,45789,OBJECT_NOUN,0.2824407952723058,0.1858564178159103,low,low,True,8
avenue,avenues,39893,44201,PLACE_NOUN,0.2821438293686308,0.22059174186914104,low,low,True,6
extremity,extremities,41691,47964,OBJECT_NOUN,0.2778068309174834,0.15163280466853918,low,low,True,9
stripe,stripes,39832,36298,OBJECT_NOUN,0.2712480957252219,0.3343300274392579,low,low,True,6
mushroom,mushrooms,41983,31022,OBJECT_NOUN,0.2700815537133492,0.45318925381444275,low,low,True,8
