"token_id","token_string","count"
"34099","Ġfeathers","743549"
"21247","ILD","743535"
"33518","Ġstrokes","743527"
"34869","Ġcrashing","743494"
"43029","AFFIRMED","743493"
"24211","Linear","743471"
"34966","study","743458"
"34147","ĠDies","743401"
"39246","(((","743387"
"41263","Negative","743331"
"33809","Ġtransmembrane","743270"
"36535","rÃ¥","743198"
"25608","Ġevapor","743197"
"34642","Ġfrontier","743180"
"34645","Ġflashed","743179"
"24850","Arab","743168"
"3391","vious","743154"
"34414","Ġwidths","743142"
"35030","Ġadmired","743142"
"34025","Ġreadable","743141"
"34283","Ġ1911","743120"
"35293","played","743119"
"35327","erta","743107"
"33071","ĠUni","743087"
"34061","ĠMyers","743076"
"35496","**--**","743057"
"35906","Roy","743015"
"34114","Pacific","742975"
"36273","Pixel","742975"
"34708","Ġrefractory","742946"
"33430","Ġgiants","742905"
"35196","Ġactivator","742869"
"33472","Ã¼l","742827"
"23943","otyping","742800"
"37544","Und","742763"
"35525","Ġbiblical","742594"
"34519","Ġboarding","742543"
"23443","ĠPoss","742452"
"17248","Ġprost","742423"
"34513","Ġprogrammer","742411"
"29202","Ġmins","742356"
"34294","ĠTherapy","742331"
"25207","Rot","742326"
"42031","Rather","742284"
"35215","spacing","742154"
"36576","$}}","742072"
"34514","Ġpersonalities","742037"
"34126","Ġcontradictory","742027"
"34760","orf","742024"
"36177","ĠfrÃ¥n","742005"
"35147","Mas","742003"
"32562","Ġ407","741973"
"39173","Ġjak","741963"
"34626","Ġintram","741922"
"33838","ĠExtra","741873"
"35478","nf","741837"
"36065","Ñĳ","741813"
"34859","journals","741786"
"34481","Ġsteroids","741690"
"34553","Ġyelling","741631"
"35975","Performance","741615"
"35160","ĠGor","741608"
"34770","Ġelectrochemical","741602"
"34173","Ġvalor","741598"
"5692","rient","741587"
"33480","CRIPTION","741564"
"35757","exchange","741562"
"35009","ichen","741503"
"35253","Ġls","741501"
"3699","culate","741432"
"34647","Ġshowcase","741408"
"26063","oden","741398"
"34834","!/","741376"
"32997","ĠReserved","741372"
"37336","navigation","741315"
"34430","Ġdecou","741249"
"35726","653","741207"
"33471","}}}$.","741179"
"25125","urchase","741169"
"34298","Ġthrive","741166"
"16890","ĠHop","741163"
"35676","vim","741152"
"34315","WHO","741115"
"33227","ĠLed","741110"
"21094","uates","741090"
"34316","ISION","741077"
"32858","Ġ261","741068"
"34636","ĠKle","741013"
"36964","gard","741003"
"35433","Ġfirmware","740963"
"34390","Ġdilemma","740945"
"35344","Bring","740922"
"34318","Ġdrafting","740900"
"33308","ĠSpark","740862"
"34841","ĠHeights","740720"
"35189","ettle","740673"
"34399","ĠSuddenly","740571"
"49027","describe","740561"
"34696","Ġminers","740558"
"23235","ĠSELECT","740453"
"34247","Ġsmells","740418"
"25055","LAY","740410"
"4705","iday","740408"
"34584","Ġinsignificant","740401"
"18916","determ","740390"
"33930","Ġ510","740382"
"35420","}({{\","740357"
"36272","Clean","740353"
"34410","ĠGuinea","740312"
"24754","icin","740226"
"34654","Ġdisappears","740171"
"34840","ĠPrincipal","740140"
"35010","RELEASE","740137"
"34475","Ġwaving","740121"
"33638","ĠIOException","740087"
"35008","Ġmechanically","740026"
"35825","Ġnig","739989"
"33717","ĠKiss","739937"
"34652","Ġexported","739924"
"33978","Ġresiding","739903"
"35920","Ġsistema","739860"
"36156","ĠvocÃª","739822"
"34691","1600","739796"
"33629","ÏĥÎµÎ¹","739787"
"34152","ĠVO","739763"
"33851","ĠListen","739662"
"35025","pering","739652"
"35382","ĠTravis","739624"
"34906","485","739603"
"35449","Execution","739582"
"33438","biggl","739567"
"34497","Ġutmost","739562"
"36458","491","739547"
"34258","Ġbun","739420"
"33198","Ġ314","739409"
"34031","ĠRacing","739378"
"34608","USY","739367"
"35793","Ġduplication","739364"
"35677","ĠStern","739312"
"8934","Eng","739302"
"35061","ê°Ģ","739288"
"35504","zzo","739288"
"35491","Ġfeminine","739249"
"25138","QQ","739231"
"31281","Ġendangered","739177"
"35226","ĠProgramme","739148"
"36136","fragment","739146"
"34305","884","739134"
"25478","ĠHamm","739080"
"17961","Feb","739062"
"36144","otto","739046"
"35761","Australian","739009"
"37539","ĠGandhi","739002"
"26993","ĠFemale","738894"
"35619","Agg","738844"
"34713","Ġstudios","738796"
"35087","Asp","738744"
"34774","Ġnarrowed","738649"
"35848","Georg","738637"
"33195","angled","738634"
"34117","ĠprÃ³","738625"
"31989","ĠÐĶ","738593"
"3734","ĠRuss","738582"
"33928","mh","738572"
"33602","ĠTribune","738562"
"35789","leave","738508"
"33409","Sharp","738505"
"33591","ĠCyber","738427"
"36847","mathbbm","738422"
"34793","Ġsunshine","738379"
"37407","approved","738338"
"34596","Ġperoxidase","738269"
"6462","oyal","738244"
"34543","Ġspotlight","738215"
"35547","substack","738213"
"35198","Ġconduit","738194"
"42754","declare","738174"
"35947","Safe","738164"
"35443","quarter","738156"
"35126","Ġyearly","738129"
"36377","datetime","738073"
"35124","Ġresilience","738029"
"21465","ëĭ¤","738024"
"18211","rics","738013"
"22363","olith","737943"
"35164","Ġseals","737939"
"34471","ĠMama","737884"
"34896","ĠTrip","737876"
"35076","Ġdivis","737855"
"34374","ĠVilla","737841"
"13564","bian","737838"
"33508","ĠMcCl","737830"
"34502","electric","737823"
"35042","irling","737786"
"35138","Ġ\[*","737668"
"3940","Ġcand","737667"
"34011","Ġalveolar","737523"
"34209","Ġmeaningless","737505"
"34650","HK","737504"
"35484","Stock","737481"
"34489","Ġmattress","737448"
"34159","ĠHelsinki","737443"
"35230","ĠGang","737425"
"33479","Ġlugar","737413"
"35467","icer","737367"
"35179","752","737332"
"35622","Ġastrocytes","737323"
"17910","Ġrecurs","737316"
"33889","balls","737311"
"35884","anca","737300"
"35035","Ġstaged","737298"
"34344","Ġdeve","737297"
"34826","Ġnickname","737228"
"35323","796","737200"
"34454","Ġ)$","737148"
"33652","Ð¾Ð²Ð°","737132"
"33829","sense","737058"
"34560","Ġiterative","737030"
"23040","Ġobstruct","736979"
"34692","ĠAssociate","736908"
"35711","prepared","736904"
"36371","crypto","736870"
"34615","Ġstrengthened","736779"
"20109","cible","736741"
"34936","neck","736729"
"36184","emaker","736621"
"34619","ĠJavascript","736553"
"34735","Ġassisting","736549"
"34988","IU","736492"
"34136","ĠAdvisory","736396"
"32642","ĠMaximum","736357"
"34188","Ġfixture","736340"
"33882","Ġpropensity","736339"
"28527","Ġ-----------------------","736314"
"34888","Ġconcerts","736307"
"34431","ëĵ","736302"
"34389","çī©","736205"
"35752","autiful","736170"
"36042","requires","736115"
"33908","ĠSUB","736045"
"34204","ä¸»","736023"
"18352","YR","735998"
"23716","ocity","735996"
"35614","Ġpussy","735946"
"32900","Ġ274","735865"
"36034","encoded","735850"
"36240","fib","735842"
"33514","ĠGur","735779"
"33698","Ġcuisine","735773"
"34750","ieux","735739"
"33664","oby","735648"
"34460","leigh","735616"
"35386","Rptr","735581"
"35121","Ġrobotic","735492"
"36356","424","735476"
"11886","Ġanch","735464"
"35292","bart","735458"
"36319","atha","735443"
"34852","Ġdeclares","735431"
"33424","WB","735358"
"34622","Ġdiaphragm","735349"
"35274","ĠAristotle","735338"
"33605","Ġcounters","735325"
"36015","Ġvulgar","735287"
"34939","Ġmens","735230"
"845","Ġdiffe","735208"
"34526","Ġdynasty","735138"
"34609","çŁ¥","735116"
"20670","Ġinterpol","735106"
"35873","Ġradiative","735082"
"36011","Better","735019"
"34707","Ġsack","735016"
"32080","Ġ\{\","734988"
"33763","=""../../../../../../","734972"
"36746","UCK","734955"
"35112","ĠPradesh","734885"
"34268","Ġbattlefield","734839"
"35367","Ġcongestion","734836"
"34027","Ġ$$(","734824"
"36208","854","734765"
"33417","ĠCourts","734742"
"35800","bounds","734725"
"33968","ĠDifferences","734714"
"37364","isu","734704"
"34115","NotFound","734695"
"35331","lf","734625"
"34024","Ġassassination","734563"
"34617","Ġrestricting","734554"
"34745","ĠLIABLE","734526"
"27461","ĠLis","734470"
"33176","Ġmould","734445"
"35103","Ġsubmissions","734423"
"24479","ilic","734414"
"34956","Ġcytochrome","734352"
"34179","åĪ¶","734327"
"35066","ĠAAA","734317"
"25070","gue","734310"
"34175","æľŁ","734290"
"34091","å®¶","734223"
"34777","ĠWarriors","734184"
"35689","Ġskew","734141"
"35117",".[^","734139"
"33975","ĠUltimately","734109"
"22790","Ġmosquito","734089"
"13932","uple","734040"
"31583","ĠSequence","734019"
"35233","oulder","733970"
"35437","communication","733944"
"34588","Ġcommits","733894"
"35347","Ġvitamins","733869"
"36762","Owner","733856"
"34885","Ġminimally","733854"
"34827","ĠBeg","733839"
"34903","Ġblinded","733775"
"35056","Ġloosely","733723"
"34088","ovir","733679"
"20851","ĠConfig","733673"
"35132","Ġdiscret","733641"
"34709","Ġcleanup","733638"
"11902","inth","733595"
"6382","Ġpolic","733574"
"32563","ĠrÃ©s","733561"
"37666","Poor","733538"
"34756","Ġlasts","733518"
"33111","Ġferry","733512"
"34890","Ġscra","733500"
"34785","raged","733496"
"35822","Ġantes","733489"
"34546","ĠAges","733437"
"34844","rends","733418"
"35495","!=","733369"
"34303","Ġterrific","733336"
"34893","UNC","733272"
"34265","Ġsynchronous","733271"
"33365","Ġlibc","733268"
"14616","ĠTai","733267"
"34279","Ġbead","733224"
"33615","HAL","733213"
"33251","Ġ321","733202"
"34864","Ġsellers","733117"
"34290","ialysis","733084"
"35616","Regular","733083"
"33907","Ġformatting","733080"
"3505","Ġprinc","733063"
"33275","ĠHayes","733063"
"35376","Ros","733030"
"34714","Ġmaize","733023"
"35364","1957","732947"
"20781","ĠkÃ¶","732935"
"36381","versation","732918"
"34680","Ġparl","732849"
"33895","Ġoneself","732783"
"33744","Trigger","732782"
"34224","Ġsuppressor","732781"
"36435","digit","732767"
"34915","ĠTORT","732753"
"34987","070","732753"
"37498","repository","732634"
"35290","ĠRum","732629"
"34193","ĠTCR","732615"
"34220","Ġdiscretionary","732588"
"34811","æĮĩ","732572"
"36330","exposed","732559"
"34075","ĠTul","732548"
"34644","ĠGitHub","732542"
"35841","inae","732525"
"22854","asters","732524"
"33440","Ġ[{","732494"
"35384","Boy","732442"
"36310","0026","732402"
"22151","isode","732393"
"33180","ĠDateTime","732361"
"34866","SUCCESS","732334"
"34762","ubert","732330"
"36190","ĠCardinal","732320"
"33000","Ġ309","732303"
"25348","tok","732258"
"33753","ĠCoffee","732238"
"34865","Ġhing","732230"
"35315","Ġincumbent","732177"
"33017","ĠCathedral","732173"
"7979","Ġsynd","732152"
"37632","Setup","732084"
"35161","finite","732038"
"23942","Ġinaug","732008"
"35070","Ġinvestigative","731935"
"35219","Ġclam","731871"
"35692","ynaptic","731861"
"23142","ĠSoph","731813"
"37054","website","731727"
"34518","ĠFBS","731641"
"34434","ĠJupiter","731613"
"35536","iflu","731611"
"37823","Ã¦r","731591"
"36335","eners","731583"
"36447","Stan","731573"
"36277","secondary","731527"
"35192","Ġelicit","731502"
"34367","Ġornament","731451"
"10321","anguages","731367"
"37155","470","731360"
"38884","lv","731336"
"33646","ĠDept","731221"
"34083","shr","731163"
"34022","oproteins","731144"
"34363","992","731138"
"35237","([]","731068"
"35878","reduce","730984"
"22475","esar","730952"
"8759","creen","730948"
"34784","ĠIv","730946"
"36812","emu","730931"
"21664","ĠMaur","730918"
"34074","Ġdome","730911"
"7111","ä½","730877"
"15181","ĠPow","730833"
"35115","Ġbeverages","730829"
"34668","Ġdelightful","730762"
"35903","Ġfores","730672"
"35419","Victor","730671"
"34718","ĠBeautiful","730667"
"35205","Ġexpands","730621"
"36443","seat","730493"
"35548","Strategy","730481"
"35573","ITAL","730470"
"35615","Ġarchitectures","730452"
"34039","Ġmunicipalities","730407"
"35516","Ġencephal","730395"
"32679","Ġoval","730361"
"15477","relevant","730353"
"35917","Ġgeodesic","730171"
"35521","pcm","730157"
"34899","Ġselects","730126"
"34500","ÎŃÏĤ","730122"
"34548","OSE","730122"
"34779","Ġdiamonds","730118"
"34040","Ġfermions","730103"
"34109","065","730084"
"35397","Ġchorus","730083"
"35960","IER","729974"
"37541","Stephen","729970"
"13186","Const","729969"
"34555","Ġforgiveness","729962"
"34684","Ġsettlers","729961"
"10368","porary","729953"
"36654","Ġliner","729935"
"17943","rang","729869"
"38270","<-","729825"
"33406","ĠNazis","729761"
"24896","Ġauth","729735"
"35680","Executor","729733"
"32913","ĠBeta","729699"
"32866","Ġhomotopy","729686"
"37222","Smart","729682"
"35079","imetric","729669"
"35248","DOWN","729657"
"12495","Ġepidem","729647"
"35519","getString","729629"
"34959","ĠReligion","729623"
"34082","Ġff","729611"
"35959","Ġfury","729579"
"33885","+|","729567"
"34727","Ġhonors","729566"
"35221","Ġreinforcement","729547"
"35095","Ġancestor","729495"
"38564","versus","729483"
"34743","Ġfreight","729416"
"34352","Ġsinking","729362"
"36942","Pick","729343"
"35146","ĠCRP","729329"
"34994","Ġshattered","729302"
"35931","ept","729300"
"36071","emente","729294"
"35683","Ġlicence","729277"
"35609","xyz","729271"
"35011","Ġqualification","729265"
"36469","Lim","729252"
"37262","Conv","729219"
"33654","Ġkeratin","729208"
"34215","ĠSÃ£o","729208"
"36078","disciplinary","729189"
"34183","Ġfres","729156"
"39885","$^{\","729090"
"36222","wrong","729061"
"35861","according","729048"
"21509","Ġech","729037"
"35373","Ġdoubling","729021"
"35301","ncbi","729006"
"22711","umar","728938"
"35740","Ġvampire","728931"
"33051","Ġ"");","728930"
"37056","tap","728896"
"35223","Ġsap","728892"
"35339","Ġsut","728891"
"34012","ĠMidd","728847"
"33742","inho","728825"
"36421","saved","728781"
"33123","ĠReader","728780"
"36331","Ġpores","728755"
"35051","Ġsolubility","728753"
"35180","Ġimperfect","728681"
"28220","âĸĪâĸĪ","728641"
"18963","!!!!","728592"
"37356","Along","728497"
"35860","ivos","728484"
"20404","Ġsubscrib","728478"
"35684","thermal","728472"
"34420","Ġilluminated","728425"
"35092","Ġnoteworthy","728405"
"35642","Ġdared","728288"
"35415","Ġplayback","728237"
"35020","ĠNepal","728230"
"19671","otypic","728216"
"34014","Ġadversary","728206"
"34964","ĠCCR","728134"
"35222","Ġwholesale","727997"
"35542","ĠIsh","727993"
"35474","Ðľ","727901"
"35412","ĠClin","727895"
"34922","Ġvigorous","727887"
"37720","Ġkor","727850"
"37151","DIV","727848"
"35390","Ġmansion","727774"
"19657","contr","727749"
"36688","exc","727747"
"35635","Ġoppression","727711"
"33656","è°","727704"
"38145","&+","727676"
"35195","Ġcakes","727613"
"36840","Missing","727590"
"36362","ĠEugene","727571"
"38247","Permission","727489"
"24224","embed","727464"
"35046","Ġconcurrently","727455"
"24839","ĠTon","727425"
"35486","urnal","727306"
"34001","Ġsingularities","727282"
"34582","Ġultrasonic","727258"
"34989","Ġinquiries","727175"
"34547","LB","727162"
"35377","Ġspeculative","727141"
"36062","Paris","727131"
"33399","ĠBMW","727105"
"35064","ORN","727103"
"35187","Ġscint","727061"
"35565","Ġhacking","727028"
"35695","stones","727020"
"34433","rtc","726963"
"35485","Everybody","726907"
"34463","ĠHSP","726887"
"35314","ousands","726843"
"34741","Ġmasked","726831"
"35540","ĠDust","726831"
"35456","particularly","726802"
"34965","Ġimpressions","726801"
"39789","à¸ļ","726791"
"33328","ĠFilter","726715"
"34522","Ġgestational","726697"
"31857","ĠMenu","726664"
"34894","Ġoutbreaks","726598"
"35155","Ġrightly","726593"
"26017","fits","726562"
"33569","ĠLF","726551"
"35027","Ġspokeswoman","726551"
"34863","Ġhooks","726522"
"35007","Ġhinder","726484"
"34196","ĠGlobe","726403"
"35114","Ġuniversally","726386"
"35229","Ġinterferon","726379"
"34634","andel","726372"
"34947","ĠTournament","726338"
"14987","ĠÑį","726334"
"35650","Ġmismo","726322"
"34883","Ġtroop","726308"
"34809","ĠUltra","726221"
"35802","aÃ§Ãµes","726210"
"36094","professional","726152"
"35457","ÅĤa","726108"
"38006","\~","726104"
"35867","ODY","726069"
"33543","tls","726030"
"35123","ĠmmHg","726024"
"36085","Ġshocks","726006"
"34849","expressed","725994"
"34930","Ġapproximated","725954"
"36413","ellation","725930"
"34942","}$).","725856"
"34755","obacterium","725850"
"35633","Ġcoloring","725845"
"36294","sender","725843"
"35176","ĠSerge","725833"
"34923","inian","725799"
"34492","funded","725744"
"34105","ĠBears","725742"
"36718","textstyle","725722"
"35090","ĠCraft","725687"
"34470","Ġnour","725673"
"34448","ĠCritical","725652"
"32512","Lang","725623"
"35178","Ġcrunch","725619"
"35306","ĠNumbers","725612"
"34984","ĠARISING","725579"
"36122","1959","725572"
"35637","Ġsymplectic","725545"
"34929","Ġlesbian","725544"
"27739","âĹ","725529"
"34794","ĠMOT","725526"
"34166","ĠJD","725511"
"33677","ĠdÃ©c","725473"
"20399","Ġhydroly","725471"
"33411","ĠVatican","725330"
"2441","ection","725324"
"34364","vacc","725306"
"37582","xA","725252"
"31038","ĠâĢł","725218"
"34592","ĠPetersburg","725186"
"35571","rieved","725160"
"33178","Ġlone","725111"
"33947","Ġmixer","725062"
"35751","Ġaffiliates","725033"
"33911","ĠContinental","725024"
"34891","irie","725007"
"35240","Ġastonishing","725002"
"35136","Ġignores","724999"
"11868","Ġturb","724978"
"34614","Ġstric","724955"
"34941","Ġdislike","724918"
"35617","Ġvacated","724900"
"35246","Ġbak","724854"
"35651","Ġsilicone","724846"
"32861","Ġpinned","724810"
"35281","Ġbullshit","724810"
"34550","Ġforeigners","724708"
"35224","Ġconquest","724663"
"34219","Ġexcel","724649"
"35342","Ġperil","724647"
"35185","Ġsemantics","724625"
"35663","plications","724580"
"34879","Ġcerebro","724572"
"34510","Ġclauses","724569"
"23268","ischer","724565"
"35768",",{{\","724555"
"35202","resse","724541"
"34578","ĠElementary","724528"
"35682","Ġrepeal","724482"
"36606","ĠJoyce","724475"
"33624","Ġ337","724437"
"36952","*\*","724435"
"19977","recip","724425"
"33994","ĠCult","724410"
"37389","ENTER","724312"
"35057","Ġghosts","724275"
"36125","ĠÃĸ","724234"
"4252","obile","724107"
"34639","Ġannoyed","724088"
"34973","Ġ'';","724075"
"37443","Calendar","724071"
"35596","Ġgren","724060"
"35447","EEP","724021"
"35263","Ġtetr","723964"
"36677","435","723950"
"34851","itian","723903"
"37237","{},","723891"
"33887","ĠÏħ","723888"
"34533","ĠHank","723870"
"35220","Ġsuperv","723846"
"36482","ĠLil","723807"
"36115","ppen","723756"
"28980","ĠWelcome","723728"
"35940","Ġpaperwork","723691"
"35498","ç±»","723646"
"34171","Ġcalculus","723608"
"36402","BIN","723505"
"21560","ĠTreat","723498"
"35363","ĠEthiopia","723442"
"10640","areness","723429"
"33859","æĽ´","723424"
"34248","Ġserine","723408"
"32513","Ġ272","723388"
"34702","Ġwander","723387"
"34071","Ġglycerol","723385"
"38034","Foundation","723352"
"35310","ĠONLY","723275"
"35300","ãģ«ãģ¯","723261"
"35558","Abbreviations","723247"
"26655","Ġopacity","723210"
"19482","yler","723188"
"34541","Ġconfounding","723175"
"34771","Ġinspector","723150"
"37514","KD","723136"
"33938","ĠItems","723134"
"35330","Ġprotons","723134"
"11020","gressive","723130"
"37494","XP","723077"
"36109","Ġkont","723069"
"35036","Ġreminiscent","723062"
"35673","textwidth","723055"
"34907","Ġsuction","723009"
"34623","Ġurgency","722909"
"36599","Learn","722908"
"35450","'},","722879"
"35350","shake","722858"
"38897","à©","722814"
"35104","Ġprojecting","722781"
"30606","Ġconn","722675"
"19705","ĠAthe","722673"
"34494","]\]).","722638"
"34078","Ġsuffix","722623"
"33059","đă","722622"
"35129","Ġessere","722608"
"33982","ĠObservatory","722489"
"35199","âĢķ","722422"
"34621","ĠSurgery","722419"
"33628","ĠBrid","722348"
"34517","Ġdurante","722315"
"33156","ĠRegulation","722190"
"34694","ĠElliott","722147"
"35944","ĠAndrea","722096"
"34979","fashioned","722055"
"33705","Ġ318","722039"
"34422","Ġgestation","721981"
"34594","ĠXV","721922"
"25338","uis","721910"
"36945","Simon","721885"
"35465","enhanced","721849"
"33718","ĠBurton","721722"
"37912","Doug","721697"
"35096","Ġtuition","721647"
"4452","ifically","721624"
"35369","Ġbreached","721590"
"34225","ĠWC","721568"
"34800","Ġunveiled","721550"
"1117","Ġpartic","721540"
"35513","Ġhearsay","721455"
"19807","668","721362"
"36854","Ġpolyp","721262"
"3538","Ġderiv","721245"
"34824","Ġfuse","721232"
"2895","Ġeconom","721199"
"35352","Ġbait","721191"
"36267","Ġdocking","721189"
"37065","Ġinformant","721177"
"35216","663","721161"
"34729","Ġimmersion","721126"
"36285","Ġmistress","721111"
"35858","entries","721066"
"37327","Fall","721043"
"34398","Ġ$[\","721007"
"34496","Ġcourtroom","720945"
"12016","Ġdeleg","720915"
"35423","Ġshrimp","720898"
"35247","Ġterrifying","720896"
"34579","Ġfolds","720856"
"31383","zr","720848"
"36196","Ġdc","720839"
"36268","uuid","720825"
"34332","Ġartifact","720816"
"36089","generator","720663"
"32483","ĠIncreased","720630"
"36013","Ġdigestive","720624"
"23841","eves","720551"
"35766","Ġcomfortably","720547"
"20136","ammad","720500"
"34620","Ġdeepest","720479"
"15135","ĠCOMM","720417"
"35608","Ġquarks","720411"
"35149","ortical","720396"
"20739","Ġilleg","720369"
"35228","ĠPlayStation","720155"
"36643","Ġquantization","720153"
"23544","RAY","720122"
"142","Ò","720099"
"34908","ĠqRT","720085"
"35391","Ġscam","720085"
"35019","controll","720056"
"35523","dollar","720037"
"33340","ĠInsert","719982"
"18126","ancell","719972"
"35084","ĠSilva","719909"
"35334","ĠChern","719859"
"34957","ĠCOX","719820"
"36924","ãĥĸ","719818"
"32681","ĠÏĦÏīÎ½","719774"
"46762","<%","719759"
"34651","597","719715"
"34719","Ġreput","719703"
"35174","Ġbehavioural","719701"
"35144","Ġarticulated","719672"
"34357","libc","719647"
"35497","ĠOTHERWISE","719516"
"20111","estone","719494"
"38406","Lex","719459"
"35062","Ġcoils","719455"
"35119","Brian","719455"
"35594","phrine","719447"
"35753","amines","719405"
"35644","Ġcaffeine","719387"
"34371","Ġsubsidies","719369"
"19984","OUNT","719355"
"37428","(`","719295"
"35963","unque","719282"
"34446","éĥ½","719258"
"35416","ĠKashmir","719246"
"36053","BPF","719240"
"36378","Zhang","719088"
"34110","Ġcoral","719024"
"35494","Ġmethane","719002"
"35208","developed","718947"
"35477","recognized","718930"
"16339","Bet","718878"
"35091","Ġdurability","718837"
"36008","produced","718789"
"39965","Fac","718749"
"35270","orange","718704"
"38198","reve","718694"
"32989","Ġtd","718657"
"36630","661","718631"
"34667","Ġexplode","718601"
"14818","Ġfru","718546"
"35430","cels","718521"
"36327","Ġheparin","718511"
"35844","discuss","718479"
"34146","ĠLt","718465"
"13142","necessary","718426"
"36585","Ġantennas","718408"
"35039","Ġoverest","718385"
"21639","ducer","718345"
"35755","Ġdistilled","718337"
"35251","ĠBoeing","718331"
"34334","ĠMonroe","718127"
"41383","Appellants","718111"
"36511","brush","718077"
"36147","Ġtipo","718075"
"35273","Ġbrushed","717935"
"36642","research","717923"
"35533","Ġpresume","717904"
"37840","Spl","717852"
"35503","ĠRosa","717833"
"33062","ĠApplying","717812"
"36364","ĠAlger","717798"
"30105","Ġcv","717757"
"35579","grey","717700"
"35568","Ġheightened","717692"
"34791","Ġsinglet","717648"
"34328","ĠWestminster","717617"
"34953","Ġaviation","717590"
"34960","Ken","717568"
"26087","Ġgon","717518"
"35193","ĠFeel","717495"
"34145","biggr","717468"
"34216","Ġeconomists","717465"
"17211","Ġphilosoph","717440"
"34991","Ġtransporting","717384"
"33494","Ġprophet","717381"
"36655","Errors","717362"
"35197","Ġdart","717297"
"42145","className","717295"
"35541","ĠMUST","717285"
"35634","enary","717283"
"37123","sock","717266"
"37219","525","717197"
"35679","accharides","717178"
"22433","guide","717163"
"35026","avian","717155"
"36333","Ġtiempo","717040"
"35398","Ġregain","717028"
"11798","irection","716902"
"35598","Ġfucked","716902"
"6738","Ġsho","716882"
"25225","ĠBright","716863"
"35511","Ġrash","716855"
"35385","Ġresistor","716804"
"37533","Solution","716769"
"35487","\]\].","716762"
"35986","Ġblended","716753"
"35053","Ġcloak","716700"
"34860","Ġconcord","716607"
"14567","Ġrit","716558"
"34861","ĠTamil","716526"
"34805","Ġillustrating","716503"
"37755","xp","716485"
"34264","ĠXI","716454"
"34413","ĠSilicon","716439"
"35857","Ġcivic","716387"
"35427","ONS","716308"
"23819","inny","716285"
"40087","cls","716204"
"33499","åĻ¨","716183"
"37135","Ja","716163"
"33232","Ġ411","716136"
"33224","ĠIncome","716067"
"35396","phon","716048"
"4368","ocol","716029"
"34818","Ġserotonin","716010"
"37009","LIM","715986"
"34773","ĠUTF","715901"
"34068","Ġ430","715855"
"35319","Ġanisotropic","715845"
"19298","ĠBrun","715795"
"35629","Ġcustomary","715702"
"34086","Ġchapel","715701"
"34854","Ġalerts","715696"
"35978","Ġku","715669"
"35782","meter","715598"
"33806","ÃŃc","715587"
"35661","ĠEighth","715534"
"35014","Ġimaged","715494"
"35657","ĠLeslie","715439"
"35524","Ġobsessed","715312"
"14391","ĠTok","715300"
"34443","Ġappellees","715272"
"37143","ousand","715180"
"36022","colors","715141"
"33081","Ġhourly","715115"
"36556","Throw","715104"
"37837","Scre","715047"
"39055","updated","715042"
"14883","Ġelabor","715010"
"35052","ĠArchitecture","714997"
"39171","ĠĊĉ","714977"
"35418","ensible","714941"
"24751","achers","714933"
"34819","ĠBrent","714920"
"29482","ĠVia","714868"
"38589","repo","714853"
"37192","\,{\","714802"
"36317","ĠFIGS","714800"
"26148","ussion","714774"
"14622","inent","714746"
"34580","}.$","714652"
"34311","')\","714644"
"35370","Worker","714622"
"17745","Capt","714597"
"16199","..\","714471"
"33864","Ġslab","714303"
"10259","Ġadhes","714291"
"35709","ĠPN","714220"
"34063","0023","714127"
"35186","Ġprizes","714095"
"36211","ificantly","714064"
"34539","ĠArmed","714063"
"8974","quare","714039"
"17428","ethylene","714007"
"33970","ĠWinston","714003"
"34768","isers","714003"
"35291","ĠAim","713982"
"26490","ittal","713973"
"35742","Ġspans","713944"
"34299","ÏģÎ¯","713905"
"33892","ĠGardens","713898"
"33185","ĠFunctional","713877"
"35029","Ġbeneficiaries","713826"
"35252","Ġdiligence","713818"
"23692","èµ","713757"
"36949","Ġ_""","713745"
"34787","Ġrelic","713726"
"35560","Ġsparked","713714"
"36365","ĠSquadron","713675"
"36488","agnet","713588"
"34839","Ġenqu","713475"
"36274","ĠDesert","713393"
"35610","Ġplated","713365"
"34380","åŀĭ","713336"
"33981","Ġglyph","713273"
"20268","ĠOrth","713247"
"34761","Ġ()](\","713186"
"36250","ĠMohammed","713182"
"35842","eered","713128"
"33956","Ġ390","713123"
"33304","681","713109"
"34461","ĠLik","713106"
"36323","signed","713101"
"35951","Ġpian","713026"
"35824",",...","713023"
"35746","Ġadmiration","713004"
"34916","ĠISS","712897"
"35879","tis","712896"
"35743","ĠRhode","712860"
"27040","inher","712807"
"36821","FH","712799"
"26289","Ġphysic","712782"
"35777","getting","712782"
"35985","Ġdiscontinued","712755"
"33900","Ġ395","712749"
"35086","Ġtruths","712735"
"34862","Ġtriplicate","712729"
"34871","Ġtaxation","712713"
"35268","Ġfearful","712710"
"35190","Ġoccupancy","712702"
"34378","Ġveil","712678"
"36231","Ġmindset","712650"
"36005","thia","712604"
"35466","556","712583"
"34931","Ġdosing","712573"
"37080","Ġvai","712509"
"35049","ĠDU","712490"
"36057","Ġspur","712452"
"35902","antis","712440"
"36221","awed","712397"
"3352","Ġproced","712364"
"36627","Proto","712339"
"38535","DISCUSSION","712296"
"25315","quart","712291"
"32793","ĠCluster","712286"
"34130","ĠABOUT","712278"
"35451","ĊĊĊĊĊĊĊ","712274"
"37348","798","712250"
"34914","IQR","712214"
"35258","ĠProvidence","712191"
